CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2019,CA-608,Riverside County CoC,Under 18,2018
2019,CA-608,Riverside County CoC,Unknown,44
2019,CA-609,San Bernardino County CoC,18-24,670
2019,CA-609,San Bernardino County CoC,25-34,1161
2019,CA-609,San Bernardino County CoC,35-44,1021
2019,CA-609,San Bernardino County CoC,45-54,754
2019,CA-609,San Bernardino County CoC,55-64,661
2019,CA-609,San Bernardino County CoC,65+,203
2019,CA-609,San Bernardino County CoC,Invalid,*
2019,CA-609,San Bernardino County CoC,Under 18,3146
2019,CA-609,San Bernardino County CoC,Unknown,70
2019,CA-611,Ventura County CoC,18-24,159
2019,CA-611,Ventura County CoC,25-34,263
2019,CA-611,Ventura County CoC,35-44,342
2019,CA-611,Ventura County CoC,45-54,353
2019,CA-611,Ventura County CoC,55-64,344
2019,CA-611,Ventura County CoC,65+,149
2019,CA-611,Ventura County CoC,Under 18,690
2019,CA-611,Ventura County CoC,Unknown,*
2019,CA-612,Glendale CoC (Los Angeles County),18-24,35
2019,CA-612,Glendale CoC (Los Angeles County),25-34,70
2019,CA-612,Glendale CoC (Los Angeles County),35-44,57
2019,CA-612,Glendale CoC (Los Angeles County),45-54,49
2019,CA-612,Glendale CoC (Los Angeles County),55-64,58
2019,CA-612,Glendale CoC (Los Angeles County),65+,21
2019,CA-612,Glendale CoC (Los Angeles County),Under 18,179
2019,CA-613,Imperial County CoC,18-24,71
2019,CA-613,Imperial County CoC,25-34,114
2019,CA-613,Imperial County CoC,35-44,101
2019,CA-613,Imperial County CoC,45-54,91
2019,CA-613,Imperial County CoC,55-64,81
2019,CA-613,Imperial County CoC,65+,42
2019,CA-613,Imperial County CoC,Invalid,*
2019,CA-613,Imperial County CoC,Under 18,312
2019,CA-613,Imperial County CoC,Unknown,*
2019,CA-614,San Luis Obispo County CoC,18-24,155
2019,CA-614,San Luis Obispo County CoC,25-34,342
2019,CA-614,San Luis Obispo County CoC,35-44,286
2019,CA-614,San Luis Obispo County CoC,45-54,278
2019,CA-614,San Luis Obispo County CoC,55-64,251
2019,CA-614,San Luis Obispo County CoC,65+,129
2019,CA-614,San Luis Obispo County CoC,Invalid,*
2019,CA-614,San Luis Obispo County CoC,Under 18,618
2020,All,California,18-24,20182
2020,All,California,25-34,39699
2020,All,California,35-44,39315
2020,All,California,45-54,36510
2020,All,California,55-64,36888
2020,All,California,65+,15700
2020,All,California,Invalid,88
2020,All,California,Under 18,55038
2020,All,California,Unknown,5800
2020,CA-500,Santa Clara County CoC,18-24,831
2020,CA-500,Santa Clara County CoC,25-34,1729
2020,CA-500,Santa Clara County CoC,35-44,1863
2020,CA-500,Santa Clara County CoC,45-54,1758
2020,CA-500,Santa Clara County CoC,55-64,1880
2020,CA-500,Santa Clara County CoC,65+,892
2020,CA-500,Santa Clara County CoC,Under 18,2678
2020,CA-500,Santa Clara County CoC,Unknown,12
2020,CA-501,San Francisco CoC,18-24,1179
2020,CA-501,San Francisco CoC,25-34,1854
2020,CA-501,San Francisco CoC,35-44,1806
2020,CA-501,San Francisco CoC,45-54,1695
2020,CA-501,San Francisco CoC,55-64,1695
2020,CA-501,San Francisco CoC,65+,788
2020,CA-501,San Francisco CoC,Invalid,*
2020,CA-501,San Francisco CoC,Under 18,2624
2020,CA-501,San Francisco CoC,Unknown,22
2020,CA-502,Alameda County CoC,18-24,835
2020,CA-502,Alameda County CoC,25-34,1322
2020,CA-502,Alameda County CoC,35-44,1385
2020,CA-502,Alameda County CoC,45-54,1435
2020,CA-502,Alameda County CoC,55-64,1644
2020,CA-502,Alameda County CoC,65+,759
2020,CA-502,Alameda County CoC,Invalid,*
2020,CA-502,Alameda County CoC,Under 18,1624
2020,CA-502,Alameda County CoC,Unknown,*
2020,CA-503,Sacramento County CoC,18-24,1047
2020,CA-503,Sacramento County CoC,25-34,1313
2020,CA-503,Sacramento County CoC,35-44,1282
2020,CA-503,Sacramento County CoC,45-54,1366
2020,CA-503,Sacramento County CoC,55-64,1551
2020,CA-503,Sacramento County CoC,65+,572
2020,CA-503,Sacramento County CoC,Invalid,*
2020,CA-503,Sacramento County CoC,Under 18,3078
2020,CA-503,Sacramento County CoC,Unknown,19
2020,CA-504,Sonoma County CoC,18-24,255
2020,CA-504,Sonoma County CoC,25-34,425
2020,CA-504,Sonoma County CoC,35-44,455
2020,CA-504,Sonoma County CoC,45-54,558
2020,CA-504,Sonoma County CoC,55-64,524
2020,CA-504,Sonoma County CoC,65+,242
2020,CA-504,Sonoma County CoC,Under 18,557
2020,CA-504,Sonoma County CoC,Unknown,*
2020,CA-505,Contra Costa County CoC,18-24,362
2020,CA-505,Contra Costa County CoC,25-34,789
2020,CA-505,Contra Costa County CoC,35-44,841
2020,CA-505,Contra Costa County CoC,45-54,730
2020,CA-505,Contra Costa County CoC,55-64,983
2020,CA-505,Contra Costa County CoC,65+,441
2020,CA-505,Contra Costa County CoC,Invalid,*
2020,CA-505,Contra Costa County CoC,Under 18,1012
2020,CA-506,"Monterey, San Benito Counties CoC",18-24,163
2020,CA-506,"Monterey, San Benito Counties CoC",25-34,328
2020,CA-506,"Monterey, San Benito Counties CoC",35-44,340
2020,CA-506,"Monterey, San Benito Counties CoC",45-54,282
2020,CA-506,"Monterey, San Benito Counties CoC",55-64,310
2020,CA-506,"Monterey, San Benito Counties CoC",65+,147
2020,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2020,CA-506,"Monterey, San Benito Counties CoC",Under 18,751
2020,CA-507,Marin County CoC,18-24,61
2020,CA-507,Marin County CoC,25-34,153
2020,CA-507,Marin County CoC,35-44,156
2020,CA-507,Marin County CoC,45-54,156
2020,CA-507,Marin County CoC,55-64,178
2020,CA-507,Marin County CoC,65+,115
2020,CA-507,Marin County CoC,Under 18,315
2020,CA-507,Marin County CoC,Unknown,*
2020,CA-508,Santa Cruz County CoC,18-24,155
2020,CA-508,Santa Cruz County CoC,25-34,382
2020,CA-508,Santa Cruz County CoC,35-44,419
2020,CA-508,Santa Cruz County CoC,45-54,370
2020,CA-508,Santa Cruz County CoC,55-64,369
2020,CA-508,Santa Cruz County CoC,65+,231
2020,CA-508,Santa Cruz County CoC,Under 18,491
2020,CA-508,Santa Cruz County CoC,Unknown,14
2020,CA-509,Mendocino County CoC,18-24,70
2020,CA-509,Mendocino County CoC,25-34,170
2020,CA-509,Mendocino County CoC,35-44,193
2020,CA-509,Mendocino County CoC,45-54,200
2020,CA-509,Mendocino County CoC,55-64,156
2020,CA-509,Mendocino County CoC,65+,85
2020,CA-509,Mendocino County CoC,Invalid,*
2020,CA-509,Mendocino County CoC,Under 18,196
2020,CA-509,Mendocino County CoC,Unknown,*
2020,CA-510,Stanislaus County CoC,18-24,422
2020,CA-510,Stanislaus County CoC,25-34,764
2020,CA-510,Stanislaus County CoC,35-44,791
2020,CA-510,Stanislaus County CoC,45-54,625
2020,CA-510,Stanislaus County CoC,55-64,647
2020,CA-510,Stanislaus County CoC,65+,199
2020,CA-510,Stanislaus County CoC,Under 18,1373
2020,CA-510,Stanislaus County CoC,Unknown,*
2020,CA-511,San Joaquin County CoC,18-24,563
2020,CA-511,San Joaquin County CoC,25-34,1135
2020,CA-511,San Joaquin County CoC,35-44,864
2020,CA-511,San Joaquin County CoC,45-54,594
2020,CA-511,San Joaquin County CoC,55-64,507
2020,CA-511,San Joaquin County CoC,65+,223
2020,CA-511,San Joaquin County CoC,Invalid,*
2020,CA-511,San Joaquin County CoC,Under 18,2860
2020,CA-511,San Joaquin County CoC,Unknown,*
2020,CA-512,San Mateo County CoC,18-24,200
2020,CA-512,San Mateo County CoC,25-34,581
2020,CA-512,San Mateo County CoC,35-44,532
2020,CA-512,San Mateo County CoC,45-54,523
2020,CA-512,San Mateo County CoC,55-64,544
2020,CA-512,San Mateo County CoC,65+,256
2020,CA-512,San Mateo County CoC,Under 18,1055
2020,CA-512,San Mateo County CoC,Unknown,*
2020,CA-513,"Kings, Tulare Counties CoC",18-24,294
2020,CA-513,"Kings, Tulare Counties CoC",25-34,557
2020,CA-513,"Kings, Tulare Counties CoC",35-44,599
2020,CA-513,"Kings, Tulare Counties CoC",45-54,459
2020,CA-513,"Kings, Tulare Counties CoC",55-64,343
2020,CA-513,"Kings, Tulare Counties CoC",65+,88
2020,CA-513,"Kings, Tulare Counties CoC",Invalid,*
2020,CA-513,"Kings, Tulare Counties CoC",Under 18,953
2020,CA-513,"Kings, Tulare Counties CoC",Unknown,*
2020,CA-514,"Fresno, Madera Counties CoC",18-24,370
2020,CA-514,"Fresno, Madera Counties CoC",25-34,713
2020,CA-514,"Fresno, Madera Counties CoC",35-44,854
2020,CA-514,"Fresno, Madera Counties CoC",45-54,790
2020,CA-514,"Fresno, Madera Counties CoC",55-64,708
2020,CA-514,"Fresno, Madera Counties CoC",65+,281
2020,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2020,CA-514,"Fresno, Madera Counties CoC",Under 18,1288
2020,CA-514,"Fresno, Madera Counties CoC",Unknown,17
2020,CA-515,Placer County CoC,18-24,120
2020,CA-515,Placer County CoC,25-34,310
2020,CA-515,Placer County CoC,35-44,304
2020,CA-515,Placer County CoC,45-54,299
2020,CA-515,Placer County CoC,55-64,253
2020,CA-515,Placer County CoC,65+,124
2020,CA-515,Placer County CoC,Invalid,*
2020,CA-515,Placer County CoC,Under 18,456
2020,CA-515,Placer County CoC,Unknown,12
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,84
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,238
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,217
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,180
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,257
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,107
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,277
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,175
2020,CA-517,Napa County CoC,18-24,112
2020,CA-517,Napa County CoC,25-34,243
2020,CA-517,Napa County CoC,35-44,235
2020,CA-517,Napa County CoC,45-54,244
2020,CA-517,Napa County CoC,55-64,217
2020,CA-517,Napa County CoC,65+,109
2020,CA-517,Napa County CoC,Under 18,205
2020,CA-517,Napa County CoC,Unknown,*
2020,CA-518,Solano County CoC,18-24,59
2020,CA-518,Solano County CoC,25-34,188
2020,CA-518,Solano County CoC,35-44,226
2020,CA-518,Solano County CoC,45-54,221
2020,CA-518,Solano County CoC,55-64,258
2020,CA-518,Solano County CoC,65+,109
2020,CA-518,Solano County CoC,Under 18,206
2020,CA-518,Solano County CoC,Unknown,*
2020,CA-519,Butte County CoC,18-24,121
2020,CA-519,Butte County CoC,25-34,311
2020,CA-519,Butte County CoC,35-44,327
2020,CA-519,Butte County CoC,45-54,313
2020,CA-519,Butte County CoC,55-64,300
2020,CA-519,Butte County CoC,65+,161
2020,CA-519,Butte County CoC,Under 18,317
2020,CA-519,Butte County CoC,Unknown,*
2020,CA-520,Merced County CoC,18-24,212
2020,CA-520,Merced County CoC,25-34,444
2020,CA-520,Merced County CoC,35-44,386
2020,CA-520,Merced County CoC,45-54,263
2020,CA-520,Merced County CoC,55-64,224
2020,CA-520,Merced County CoC,65+,67
2020,CA-520,Merced County CoC,Invalid,*
2020,CA-520,Merced County CoC,Under 18,1034
2020,CA-520,Merced County CoC,Unknown,*
2020,CA-521,Yolo County CoC,18-24,107
2020,CA-521,Yolo County CoC,25-34,216
2020,CA-521,Yolo County CoC,35-44,250
2020,CA-521,Yolo County CoC,45-54,218
2020,CA-521,Yolo County CoC,55-64,232
2020,CA-521,Yolo County CoC,65+,110
2020,CA-521,Yolo County CoC,Under 18,425
2020,CA-522,Humboldt County CoC,18-24,79
2020,CA-522,Humboldt County CoC,25-34,240
2020,CA-522,Humboldt County CoC,35-44,500
2020,CA-522,Humboldt County CoC,45-54,308
2020,CA-522,Humboldt County CoC,55-64,256
2020,CA-522,Humboldt County CoC,65+,141
2020,CA-522,Humboldt County CoC,Under 18,275
2020,CA-522,Humboldt County CoC,Unknown,25
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,63
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,106
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,56
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,34
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,31
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,15
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,224
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2020,CA-524,"Yuba, Sutter Counties CoC",18-24,55
2020,CA-524,"Yuba, Sutter Counties CoC",25-34,104
2020,CA-524,"Yuba, Sutter Counties CoC",35-44,94
2020,CA-524,"Yuba, Sutter Counties CoC",45-54,60
2020,CA-524,"Yuba, Sutter Counties CoC",55-64,73
2020,CA-524,"Yuba, Sutter Counties CoC",65+,42
2020,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2020,CA-524,"Yuba, Sutter Counties CoC",Under 18,285
2020,CA-525,El Dorado County CoC,18-24,31
2020,CA-525,El Dorado County CoC,25-34,51
2020,CA-525,El Dorado County CoC,35-44,65
2020,CA-525,El Dorado County CoC,45-54,66
2020,CA-525,El Dorado County CoC,55-64,83
2020,CA-525,El Dorado County CoC,65+,47
2020,CA-525,El Dorado County CoC,Invalid,*
2020,CA-525,El Dorado County CoC,Under 18,96
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,46
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,107
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,125
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,99
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,96
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,48
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,216
2020,CA-527,Tehama County CoC,18-24,31
2020,CA-527,Tehama County CoC,25-34,87
2020,CA-527,Tehama County CoC,35-44,94
2020,CA-527,Tehama County CoC,45-54,64
2020,CA-527,Tehama County CoC,55-64,80
2020,CA-527,Tehama County CoC,65+,33
2020,CA-527,Tehama County CoC,Invalid,*
2020,CA-527,Tehama County CoC,Under 18,59
2020,CA-529,Lake County CoC,18-24,*
2020,CA-529,Lake County CoC,25-34,22
2020,CA-529,Lake County CoC,35-44,18
2020,CA-529,Lake County CoC,45-54,13
2020,CA-529,Lake County CoC,55-64,19
2020,CA-529,Lake County CoC,65+,*
2020,CA-529,Lake County CoC,Under 18,39
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,12
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,37
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,31
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,24
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,33
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,48
2020,CA-531,Nevada County CoC,18-24,33
2020,CA-531,Nevada County CoC,25-34,106
2020,CA-531,Nevada County CoC,35-44,104
2020,CA-531,Nevada County CoC,45-54,115
2020,CA-531,Nevada County CoC,55-64,118
2020,CA-531,Nevada County CoC,65+,46
2020,CA-531,Nevada County CoC,Under 18,27
2020,CA-531,Nevada County CoC,Unknown,*
2020,CA-600,Los Angeles County CoC,18-24,7448
2020,CA-600,Los Angeles County CoC,25-34,15126
2020,CA-600,Los Angeles County CoC,35-44,14552
2020,CA-600,Los Angeles County CoC,45-54,13497
2020,CA-600,Los Angeles County CoC,55-64,12743
2020,CA-600,Los Angeles County CoC,65+,5065
2020,CA-600,Los Angeles County CoC,Invalid,24
2020,CA-600,Los Angeles County CoC,Under 18,14562
2020,CA-600,Los Angeles County CoC,Unknown,4473
2020,CA-601,San Diego County CoC,18-24,1623
2020,CA-601,San Diego County CoC,25-34,3223
2020,CA-601,San Diego County CoC,35-44,3206
2020,CA-601,San Diego County CoC,45-54,3292
2020,CA-601,San Diego County CoC,55-64,3634
2020,CA-601,San Diego County CoC,65+,1478
2020,CA-601,San Diego County CoC,Invalid,*
2020,CA-601,San Diego County CoC,Under 18,3354
2020,CA-601,San Diego County CoC,Unknown,775
2020,CA-602,Orange County CoC,18-24,639
2020,CA-602,Orange County CoC,25-34,1944
2020,CA-602,Orange County CoC,35-44,1875
2020,CA-602,Orange County CoC,45-54,1957
2020,CA-602,Orange County CoC,55-64,2061
2020,CA-602,Orange County CoC,65+,848
2020,CA-602,Orange County CoC,Under 18,2648
2020,CA-602,Orange County CoC,Unknown,61
2020,CA-603,Santa Barbara County CoC,18-24,223
2020,CA-603,Santa Barbara County CoC,25-34,434
2020,CA-603,Santa Barbara County CoC,35-44,492
2020,CA-603,Santa Barbara County CoC,45-54,460
2020,CA-603,Santa Barbara County CoC,55-64,584
2020,CA-603,Santa Barbara County CoC,65+,257
2020,CA-603,Santa Barbara County CoC,Invalid,*
2020,CA-603,Santa Barbara County CoC,Under 18,687
2020,CA-603,Santa Barbara County CoC,Unknown,*
2020,CA-604,Kern County CoC,18-24,370
2020,CA-604,Kern County CoC,25-34,713
2020,CA-604,Kern County CoC,35-44,758
2020,CA-604,Kern County CoC,45-54,670
2020,CA-604,Kern County CoC,55-64,595
2020,CA-604,Kern County CoC,65+,172
2020,CA-604,Kern County CoC,Under 18,1205
2020,CA-606,Long Beach CoC (Los Angeles County),18-24,206
2020,CA-606,Long Beach CoC (Los Angeles County),25-34,424
2020,CA-606,Long Beach CoC (Los Angeles County),35-44,418
2020,CA-606,Long Beach CoC (Los Angeles County),45-54,477
2020,CA-606,Long Beach CoC (Los Angeles County),55-64,623
2020,CA-606,Long Beach CoC (Los Angeles County),65+,363
2020,CA-606,Long Beach CoC (Los Angeles County),Invalid,*
2020,CA-606,Long Beach CoC (Los Angeles County),Under 18,663
2020,CA-606,Long Beach CoC (Los Angeles County),Unknown,13
2020,CA-607,Pasadena CoC (Los Angeles County),18-24,104
2020,CA-607,Pasadena CoC (Los Angeles County),25-34,180
2020,CA-607,Pasadena CoC (Los Angeles County),35-44,173
2020,CA-607,Pasadena CoC (Los Angeles County),45-54,220
2020,CA-607,Pasadena CoC (Los Angeles County),55-64,289
2020,CA-607,Pasadena CoC (Los Angeles County),65+,153
2020,CA-607,Pasadena CoC (Los Angeles County),Under 18,200
2020,CA-607,Pasadena CoC (Los Angeles County),Unknown,*
2020,CA-608,Riverside County CoC,18-24,769
2020,CA-608,Riverside County CoC,25-34,1540
2020,CA-608,Riverside County CoC,35-44,1442
2020,CA-608,Riverside County CoC,45-54,1199
2020,CA-608,Riverside County CoC,55-64,1158
2020,CA-608,Riverside County CoC,65+,568
2020,CA-608,Riverside County CoC,Invalid,*
2020,CA-608,Riverside County CoC,Under 18,2357
2020,CA-608,Riverside County CoC,Unknown,51
2020,CA-609,San Bernardino County CoC,18-24,815
2020,CA-609,San Bernardino County CoC,25-34,1316
2020,CA-609,San Bernardino County CoC,35-44,1146
2020,CA-609,San Bernardino County CoC,45-54,884
2020,CA-609,San Bernardino County CoC,55-64,900
2020,CA-609,San Bernardino County CoC,65+,354
2020,CA-609,San Bernardino County CoC,Invalid,*
2020,CA-609,San Bernardino County CoC,Under 18,3431
2020,CA-609,San Bernardino County CoC,Unknown,73
2020,CA-611,Ventura County CoC,18-24,143
2020,CA-611,Ventura County CoC,25-34,283
2020,CA-611,Ventura County CoC,35-44,395
2020,CA-611,Ventura County CoC,45-54,413
2020,CA-611,Ventura County CoC,55-64,529
2020,CA-611,Ventura County CoC,65+,259
2020,CA-611,Ventura County CoC,Invalid,*
2020,CA-611,Ventura County CoC,Under 18,580
2020,CA-611,Ventura County CoC,Unknown,*
2020,CA-612,Glendale CoC (Los Angeles County),18-24,40
2020,CA-612,Glendale CoC (Los Angeles County),25-34,82
2020,CA-612,Glendale CoC (Los Angeles County),35-44,68
2020,CA-612,Glendale CoC (Los Angeles County),45-54,81
2020,CA-612,Glendale CoC (Los Angeles County),55-64,95
2020,CA-612,Glendale CoC (Los Angeles County),65+,40
2020,CA-612,Glendale CoC (Los Angeles County),Invalid,*
2020,CA-612,Glendale CoC (Los Angeles County),Under 18,164
2020,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2020,CA-613,Imperial County CoC,18-24,80
2020,CA-613,Imperial County CoC,25-34,145
2020,CA-613,Imperial County CoC,35-44,120
2020,CA-613,Imperial County CoC,45-54,108
2020,CA-613,Imperial County CoC,55-64,102
2020,CA-613,Imperial County CoC,65+,49
2020,CA-613,Imperial County CoC,Invalid,*
2020,CA-613,Imperial County CoC,Under 18,379
2020,CA-613,Imperial County CoC,Unknown,*
2020,CA-614,San Luis Obispo County CoC,18-24,127
2020,CA-614,San Luis Obispo County CoC,25-34,253
2020,CA-614,San Luis Obispo County CoC,35-44,286
2020,CA-614,San Luis Obispo County CoC,45-54,229
2020,CA-614,San Luis Obispo County CoC,55-64,226
2020,CA-614,San Luis Obispo County CoC,65+,126
2020,CA-614,San Luis Obispo County CoC,Invalid,*
2020,CA-614,San Luis Obispo County CoC,Under 18,552
2021,All,California,18-24,20510
2021,All,California,25-34,42543
2021,All,California,35-44,42707
2021,All,California,45-54,38137
2021,All,California,55-64,39129
2021,All,California,65+,17455
2021,All,California,Invalid,88
2021,All,California,Under 18,55125
2021,All,California,Unknown,7626
2021,CA-500,Santa Clara County CoC,18-24,965
2021,CA-500,Santa Clara County CoC,25-34,1930
2021,CA-500,Santa Clara County CoC,35-44,2152
2021,CA-500,Santa Clara County CoC,45-54,1837
2021,CA-500,Santa Clara County CoC,55-64,1992
2021,CA-500,Santa Clara County CoC,65+,953
2021,CA-500,Santa Clara County CoC,Invalid,*
2021,CA-500,Santa Clara County CoC,Under 18,2932
2021,CA-500,Santa Clara County CoC,Unknown,*
2021,CA-501,San Francisco CoC,18-24,1336
2021,CA-501,San Francisco CoC,25-34,2252
2021,CA-501,San Francisco CoC,35-44,2343
2021,CA-501,San Francisco CoC,45-54,1979
2021,CA-501,San Francisco CoC,55-64,1871
2021,CA-501,San Francisco CoC,65+,963
2021,CA-501,San Francisco CoC,Invalid,*
2021,CA-501,San Francisco CoC,Under 18,3266
2021,CA-501,San Francisco CoC,Unknown,25
2021,CA-502,Alameda County CoC,18-24,866
2021,CA-502,Alameda County CoC,25-34,1525
2021,CA-502,Alameda County CoC,35-44,1477
2021,CA-502,Alameda County CoC,45-54,1557
2021,CA-502,Alameda County CoC,55-64,1841
2021,CA-502,Alameda County CoC,65+,864
2021,CA-502,Alameda County CoC,Under 18,1849
2021,CA-502,Alameda County CoC,Unknown,*
2021,CA-503,Sacramento County CoC,18-24,1041
2021,CA-503,Sacramento County CoC,25-34,1358
2021,CA-503,Sacramento County CoC,35-44,1462
2021,CA-503,Sacramento County CoC,45-54,1449
2021,CA-503,Sacramento County CoC,55-64,1706
2021,CA-503,Sacramento County CoC,65+,672
2021,CA-503,Sacramento County CoC,Invalid,*
2021,CA-503,Sacramento County CoC,Under 18,2956
2021,CA-503,Sacramento County CoC,Unknown,74
2021,CA-504,Sonoma County CoC,18-24,226
2021,CA-504,Sonoma County CoC,25-34,363
2021,CA-504,Sonoma County CoC,35-44,376
2021,CA-504,Sonoma County CoC,45-54,462
2021,CA-504,Sonoma County CoC,55-64,483
2021,CA-504,Sonoma County CoC,65+,242
2021,CA-504,Sonoma County CoC,Under 18,446
2021,CA-505,Contra Costa County CoC,18-24,355
2021,CA-505,Contra Costa County CoC,25-34,657
2021,CA-505,Contra Costa County CoC,35-44,675
2021,CA-505,Contra Costa County CoC,45-54,661
2021,CA-505,Contra Costa County CoC,55-64,880
2021,CA-505,Contra Costa County CoC,65+,427
2021,CA-505,Contra Costa County CoC,Under 18,1051
2021,CA-506,"Monterey, San Benito Counties CoC",18-24,192
2021,CA-506,"Monterey, San Benito Counties CoC",25-34,417
2021,CA-506,"Monterey, San Benito Counties CoC",35-44,426
2021,CA-506,"Monterey, San Benito Counties CoC",45-54,303
2021,CA-506,"Monterey, San Benito Counties CoC",55-64,356
2021,CA-506,"Monterey, San Benito Counties CoC",65+,181
2021,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2021,CA-506,"Monterey, San Benito Counties CoC",Under 18,706
2021,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2021,CA-507,Marin County CoC,18-24,109
2021,CA-507,Marin County CoC,25-34,229
2021,CA-507,Marin County CoC,35-44,230
2021,CA-507,Marin County CoC,45-54,256
2021,CA-507,Marin County CoC,55-64,290
2021,CA-507,Marin County CoC,65+,168
2021,CA-507,Marin County CoC,Under 18,332
2021,CA-507,Marin County CoC,Unknown,173
2021,CA-508,Santa Cruz County CoC,18-24,159
2021,CA-508,Santa Cruz County CoC,25-34,326
2021,CA-508,Santa Cruz County CoC,35-44,414
2021,CA-508,Santa Cruz County CoC,45-54,334
2021,CA-508,Santa Cruz County CoC,55-64,384
2021,CA-508,Santa Cruz County CoC,65+,255
2021,CA-508,Santa Cruz County CoC,Invalid,*
2021,CA-508,Santa Cruz County CoC,Under 18,555
2021,CA-508,Santa Cruz County CoC,Unknown,*
2021,CA-509,Mendocino County CoC,18-24,75
2021,CA-509,Mendocino County CoC,25-34,222
2021,CA-509,Mendocino County CoC,35-44,259
2021,CA-509,Mendocino County CoC,45-54,219
2021,CA-509,Mendocino County CoC,55-64,165
2021,CA-509,Mendocino County CoC,65+,123
2021,CA-509,Mendocino County CoC,Under 18,299
2021,CA-509,Mendocino County CoC,Unknown,*
2021,CA-510,Stanislaus County CoC,18-24,444
2021,CA-510,Stanislaus County CoC,25-34,822
2021,CA-510,Stanislaus County CoC,35-44,821
2021,CA-510,Stanislaus County CoC,45-54,688
2021,CA-510,Stanislaus County CoC,55-64,706
2021,CA-510,Stanislaus County CoC,65+,254
2021,CA-510,Stanislaus County CoC,Under 18,1154
2021,CA-510,Stanislaus County CoC,Unknown,18
2021,CA-511,San Joaquin County CoC,18-24,498
2021,CA-511,San Joaquin County CoC,25-34,1002
2021,CA-511,San Joaquin County CoC,35-44,822
2021,CA-511,San Joaquin County CoC,45-54,567
2021,CA-511,San Joaquin County CoC,55-64,539
2021,CA-511,San Joaquin County CoC,65+,245
2021,CA-511,San Joaquin County CoC,Invalid,*
2021,CA-511,San Joaquin County CoC,Under 18,2311
2021,CA-511,San Joaquin County CoC,Unknown,40
2021,CA-512,San Mateo County CoC,18-24,218
2021,CA-512,San Mateo County CoC,25-34,535
2021,CA-512,San Mateo County CoC,35-44,563
2021,CA-512,San Mateo County CoC,45-54,526
2021,CA-512,San Mateo County CoC,55-64,638
2021,CA-512,San Mateo County CoC,65+,350
2021,CA-512,San Mateo County CoC,Under 18,974
2021,CA-512,San Mateo County CoC,Unknown,15
